Name,Date of Birth,Height,Position,Points per Set,Aces per Set,Blocks per Set,Reception Percentage,Attack Percentage,volleybox,Nationality,League Site
Esko Mikko,03/09/1978,198cm,Setter,1.2(103/86),0.23(20/86),0.28(24/86),0%(0/9),82%(118/143),https://volleybox.net/mikko-esko-p464,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=505&PlayerID=442&ID=102
Pöllänen Aatu,05/09/1999,192cm,Middle-Blocker,1.17(97/83),0.12(10/83),0.28(23/83),26%(4/15),71%(128/179),https://volleybox.net/aatu-pollanen-p95239,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=525&PlayerID=1450&ID=102
Saarinen Tomi,05/07/1999,196cm,Setter,1.12(133/119),0.28(33/119),0.62(74/119),25%(2/8),78%(52/66),https://volleybox.net/tomi-saarinen-p46538,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=508&PlayerID=840&ID=102
Välimaa Anton,22/08/1999,190cm,Setter,1.09(88/81),0.26(21/81),0.46(37/81),0%(0/6),76%(60/78),https://volleybox.net/anton-valimaa-p28234,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=517&PlayerID=1445&ID=102
Toiviainen Tapio,23/11/1995,191cm,Wing-spiker,1.06(67/63),0.05(3/63),0.17(11/63),30%(36/117),41%(53/128),https://volleybox.net/tapio-toiviainen-p6233,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=506&PlayerID=277&ID=102
Kontio Joonas,18/05/2003,187cm,Wing-spiker,1.04(53/51),0.04(2/51),0.04(2/51),17%(8/45),45%(49/110),https://volleybox.net/joonas-kontio-p91498,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=520&PlayerID=2811&ID=102
Tikkala Jere,11/06/2003,190cm,Wing-spiker,1.02(43/42),0.31(13/42),0.07(3/42),40%(42/104),31%(27/87),https://volleybox.net/jere-tikkala-p34023,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=517&PlayerID=2033&ID=102
Kattelus Ville,17/06/2002,187cm,Wing-spiker,1.02(64/63),0.11(7/63),0.13(8/63),18%(22/121),34%(49/146),https://volleybox.net/ville-kattelus-p34600,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=503&PlayerID=2435&ID=102
Storgård Jonatan,16/08/2002,196cm,Middle-Blocker,1(8/8),0.25(2/8),0.38(3/8),N/A,50%(6/12),https://volleybox.net/jonatan-storgrd-p119045,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=507&PlayerID=3079&ID=102
Nurmesniemi Nico,27/11/1998,190cm,Wing-spiker,0.98(56/57),0.05(3/57),0.07(4/57),47%(95/201),68%(98/143),https://volleybox.net/nico-nurmesniemi-p84260,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=517&PlayerID=1386&ID=102
Heinonen Jeremia,01/05/2001,191cm,Middle-Blocker,0.97(32/33),0.21(7/33),0.39(13/33),0%(0/2),80%(24/30),https://volleybox.net/jeremia-heinonen-p104199,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=502&PlayerID=3075&ID=102
Golleher Seth,29/01/1999,208cm,Middle-Blocker,0.95(38/40),0.1(4/40),0.12(5/40),0%(0/5),68%(58/85),https://volleybox.net/seth-golleher-p117124,USA,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=508&PlayerID=3196&ID=102
Kouki Aapeli,08/12/1997,193cm,Opposite,0.95(38/40),0.08(3/40),0.1(4/40),35%(10/28),74%(62/83),https://volleybox.net/aapeli-kouki-p86434,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=508&PlayerID=1306&ID=102
Lankinen Akseli,31/08/1997,194cm,Setter,0.94(114/121),0.34(41/121),0.31(38/121),0%(0/10),68%(70/102),https://volleybox.net/akseli-lankinen-p4075,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=520&PlayerID=906&ID=102
Tupeli Arttu,28/06/2001,197cm,Wing-spiker,0.91(61/67),0.03(2/67),0.16(11/67),25%(28/110),62%(96/153),https://volleybox.net/arttu-tupeli-p84271,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=507&PlayerID=2441&ID=102
Korhonen Matias,24/11/1995,188cm,Wing-spiker,0.89(56/63),0.1(6/63),0.08(5/63),43%(90/208),32%(45/141),https://volleybox.net/matias-korhonen-p32801,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=519&PlayerID=1235&ID=102
Perkiö Tomi,07/11/1998,194cm,Wing-spiker,0.88(58/66),0.08(5/66),0.11(7/66),47%(217/460),29%(46/156),https://volleybox.net/tomi-perkio-p104198,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=502&PlayerID=1664&ID=102
Saarenmaa Olli,06/01/1999,194cm,Opposite,0.75(18/24),0.08(2/24),0.12(3/24),14%(2/14),20%(13/64),https://volleybox.net/olli-saarenmaa-p32804,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=525&PlayerID=1568&ID=102
Välimaa Santeri,11/01/2001,192cm,Setter,0.72(89/123),0.09(11/123),0.26(32/123),0%(0/6),77%(92/118),https://volleybox.net/santeri-valimaa-p5745,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=501&PlayerID=2089&ID=102
Försti Joska,01/10/2002,186cm,Setter,0.7(77/110),0.1(11/110),0.42(46/110),0%(0/5),65%(40/61),https://volleybox.net/joska-forsti-p65069,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=507&PlayerID=2384&ID=102
Oksanen Aleksi,29/07/2004,191cm,Wing-spiker,0.68(19/28),0.0(0/28),0.11(3/28),45%(51/113),23%(16/70),https://volleybox.net/aleksi-oksanen-p59722,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=525&PlayerID=3187&ID=102
Laakso Joel,08/07/1994,185cm,Setter,0.66(33/50),0.22(11/50),0.18(9/50),0%(0/2),70%(26/37),https://volleybox.net/joel-laakso-p6476,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=505&PlayerID=490&ID=102
Ivanov Ilja,24/07/2003,191cm,Setter,0.66(54/82),0.33(27/82),0.12(10/82),0%(0/4),65%(34/52),https://volleybox.net/ilja-ivanov-p34027,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=506&PlayerID=2037&ID=102
Vihola Aatu,04/08/2001,194cm,Middle-Blocker,0.59(10/17),0.0(0/17),0.24(4/17),40%(2/5),60%(12/20),https://volleybox.net/aatu-vihola-p79512,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=508&PlayerID=2259&ID=102
Haapakoski Niko,01/05/1996,192cm,Setter,0.53(59/112),0.11(12/112),0.22(25/112),0%(0/5),70%(44/62),https://volleybox.net/niko-haapakoski-p24479,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=519&PlayerID=454&ID=102
Rodriguez Kevin,08/12/1994,200cm,Setter,0.56(28/50),0.1(5/50),0.18(9/50),0%(0/5),80%(28/35),https://volleybox.net/kevin-rodriguez-p4167,PUR,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=506&PlayerID=3227&ID=102
Tuomivaara Saku,17/11/2002,192cm,Setter,0.35(17/48),0.08(4/48),0.17(8/48),0%(0/5),55%(10/18),https://volleybox.net/saku-tuomivaara-p69018,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=517&PlayerID=2158&ID=102
Jäntti Lasse,08/04/1998,182cm,Setter,0.53(60/113),0.08(9/113),0.25(28/113),0%(0/14),58%(46/78),https://volleybox.net/lasse-jantti-p25983,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=502&PlayerID=499&ID=102
Puhakka Ari-Matti,15/12/2002,191cm,Setter,0.26(11/43),0.07(3/43),0.12(5/43),N/A,66%(6/9),https://volleybox.net/ari-matti-puhakka-p97018,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=502&PlayerID=3072&ID=102
Väänänen Joona,24/04/1999,186cm,Setter,0.3(33/109),0.06(7/109),0.19(21/109),0%(0/4),43%(10/23),https://volleybox.net/joona-vaananen-p133020,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=503&PlayerID=1444&ID=102
Keisanen Aaro,01/01/2002,192cm,Middle-Blocker,0.59(20/34),0.06(2/34),0.12(4/34),0%(0/7),65%(28/43),https://volleybox.net/aaro-keisanen-p119050,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=525&PlayerID=2066&ID=102
REYES RODRÍGUEZ LUIS ENRIQUE,26/01/1999,196cm,Outside Hitter,6.15(166/27),0.63(17/27),0.63(17/27),0%(0/1),50%(132/266),https://volleybox.net/luis-enrique-reyes-rodriguez-p18006,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=3934&ID=33
DIMITROV HRISTIYAN,02/11/1999,198cm,Opposite,5.82(198/34),0.44(15/34),0.56(19/34),0%(0/1),53%(165/311),https://volleybox.net/hristiyan-dimitrov-p6672,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=3686&ID=33
ARGILAGOS SOGO YUSNAIKEL,29/04/1984,201cm,Opposite,5.08(249/49),0.24(12/49),0.35(17/49),66%(2/3),48%(221/463),https://volleybox.net/yusnaikel-argilagos-sogo-p52051,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=3169&ID=33
ALMORA NUNEZ GUSTAVO LAZARO,13/11/1998,198cm,Opposite,5.02(467/93),0.28(26/93),0.39(36/93),46%(26/56),45%(405/906),https://volleybox.net/gustavo-almora-p84780,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=3557&ID=33
REFFATTI DA COSTA WILLIAN,01/05/1987,N/A,Wing-spiker,3.68(298/81),0.26(21/81),0.18(4/22),48%(45/94),48%(260/541), ,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=2645&ID=33
BARÓTI ÁRPÁD,23/10/1991,206cm,Opposite,4.63(264/57),0.44(25/57),0.47(27/57),N/A,51%(213/417),https://volleybox.net/arpad-baroti-p2513,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=204&PlayerID=3919&ID=33
PESTI MARCELL,01/05/2000,196cm,Opposite,4.44(253/57),0.28(16/57),0.32(18/57),44%(4/9),45%(219/484),https://volleybox.net/marcell-pesti-p28256,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=1411&ID=33
KOCI REDJO,01/11/1994,203cm,Wing-spiker,4.43(421/95),0.21(20/95),0.41(39/95),62%(382/619),51%(362/710),https://volleybox.net/redjo-koci-p13733,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=3875&ID=33
CESAR COELHO RABEL WILLIAN,28/02/1995,N/A,Wing-spiker,4.23(262/62),0.32(20/62),0.19(12/62),71%(206/291),54%(231/429),https://volleybox.net/user/Cesar,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=3588&ID=33
Kovács Zoltán,23/08/1986,206cm,Opposite,4.01(377/94),0.16(15/94),0.5(47/94),0%(0/2),44%(315/711),https://volleybox.net/zoltan-kovacs-p25332,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=1425&ID=33
CSOMA KRISZTIÁN ÁDÁM,29/06/1988,204cm,Opposite,4(296/74),0.18(13/74),0.18(13/74),N/A,49%(271/548),https://volleybox.net/krisztian-csoma-p14266,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=2444&ID=33
QUEVEDO HERNANDEZ HERMES,28/05/1997,197cm,Opposite,3.93(401/102),0.18(18/102),0.29(30/102),45%(90/196),51%(353/686),https://volleybox.net/hermes-quevedo-hernandez-p24711,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=204&PlayerID=3675&ID=33
KRUZHKOV IURII,14/03/1994,N/A,Opposite,3.91(86/22),0.18(4/22),0.32(7/22),N/A,49%(75/154), ,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=2852&ID=33
Szabó Dávid,13/01/1990,205cm,Opposite,3.81(293/77),0.26(20/77),0.29(22/77),38%(10/26),45%(251/561),https://volleybox.net/david-szabo-p581,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=1398&ID=33
VARGA PÉTER,24/06/2005,182cm,Opposite,3.75(214/57),0.23(13/57),0.19(11/57),50%(2/4),47%(190/404),https://volleybox.net/peter-varga-p53319,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=3504&ID=33
FUNDORA TRAVIESO LÁZARO RAYDEL,13/02/1994,196cm,Wing-spiker,3.67(224/61),0.16(10/61),0.25(15/61),59%(218/368),49%(202/409),https://volleybox.net/lazaro-fundora-p6505,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=3450&ID=33
KALMÁR Ákos,04/01/1998,204cm,Opposite,3.53(106/30),0.5(15/30),0.2(6/30),N/A,47%(85/182),https://volleybox.net/akos-kalmar-p24557,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=204&PlayerID=1380&ID=33
Blázsovics Péter,08/06/1995,196cm,Wing-spiker,3.4(279/82),0.29(24/82),0.22(18/82),60%(243/406),44%(237/542),https://volleybox.net/peter-blazsovics-p25894,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=1396&ID=33
BÖGÖLY Gábor,24/10/1997,192cm,Wing-spiker,3.23(346/107),0.25(27/107),0.34(36/107),60%(334/558),51%(284/562),https://volleybox.net/gabor-bogoly-p25459,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=204&PlayerID=1384&ID=33
SZABÓ Barna Frigyes,24/11/2000,202cm,Opposite,3.21(215/67),0.19(13/67),0.16(11/67),52%(56/107),36%(191/528),https://volleybox.net/barna-szabo-p64304,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=1388&ID=33
KISS DÁNIEL,15/04/1995,195cm,Wing-spiker,3.18(302/95),0.16(15/95),0.41(39/95),63%(372/590),44%(248/560),https://volleybox.net/daniel-kiss-p37892,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=1429&ID=33
DODA LEONARDO,14/10/2000,196cm,Wing-spiker,3.01(295/98),0.26(25/98),0.24(24/98),58%(292/507),43%(246/578),https://volleybox.net/leonardo-doda-p64998,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=3398&ID=33
TOPUZLIEV SIMEON,01/01/2000,190cm,Wing-spiker,3(87/29),0.24(7/29),0.48(14/29),53%(62/116),47%(66/141),https://volleybox.net/simeon-topuzliev-p22782,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=3687&ID=33
NOVOSELOV STEPAN,26/03/1994,204cm,Middle-blocker,2.92(219/75),0.2(15/75),1.01(76/75),0%(0/5),56%(129/231),https://volleybox.net/stepan-novoselov-p107000,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=3896&ID=33
Bibók Balázs,06/03/1999,195cm,Opposite,2.76(80/29),0.0(0/29),0.31(9/29),0%(0/2),46%(72/158),https://volleybox.net/balazs-bibok-p60718,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=1393&ID=33
SEBESTYÉN MÁRTON,15/04/2004,198cm,Opposite,2.73(150/55),0.16(9/55),0.18(10/55),53%(175/330),37%(131/356),https://volleybox.net/marton-sebestyen-p91568,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=3537&ID=33
Majoros Balázs,21/09/2002,193cm,Opposite,2.68(102/38),0.32(12/38),0.21(8/38),0%(0/1),48%(82/170),https://volleybox.net/balazs-majoros-p104108,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=2677&ID=33
Gebhardt Norbert,06/12/1996,198cm,Wing-spiker,2.62(238/91),0.15(14/91),0.26(24/91),62%(324/522),38%(201/527),https://volleybox.net/norbert-gebhardt-p25498,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=1404&ID=33
MAKAROV ILIA,04/05/1995,N/A,Middle-Blocker,2.6(91/35),0.31(11/35),0.6(21/35),0%(0/3),82%(118/143), ,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=2850&ID=33
Rása Alex,14/10/1993,196cm,Middle-Blocker,2.55(252/99),0.33(33/99),0.62(61/99),40%(2/5),84%(316/376),https://volleybox.net/alex-rasa-p25342,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=1433&ID=33
MORET VARGAS MARLON,05/04/2001,203cm,Middle-Blocker,2.52(222/88),0.1(9/88),0.62(55/88),37%(6/16),53%(159/300),https://volleybox.net/marlon-moret-vargas-p118855,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=3876&ID=33
VERES BENCE,30/04/2000,191cm,Wing-spiker,2.42(97/40),0.2(8/40),0.3(12/40),62%(138/223),40%(77/191),https://volleybox.net/bence-veres-p83482,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=2650&ID=33
FARKAS PÉTER,12/03/1992,190cm,Wing-spiker,2.41(178/74),0.2(15/74),0.22(16/74),59%(204/344),45%(147/328),https://volleybox.net/peter-farkas-p4113,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=3866&ID=33
JOVAN TORBICA,30/06/2004,193cm,Wing-spiker,2.33(70/30),0.06(1/16),0.12(2/16),61%(103/170),41%(60/146),https://volleybox.net/jovan-torbica-p69037,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=3137&ID=33
Kecskeméti Bálint Olivér,07/08/2003,200cm,Wing-spiker,2.36(92/39),0.26(10/39),0.21(8/39),59%(132/222),47%(74/158),https://volleybox.net/balint-kecskemeti-p34341,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=2681&ID=33
FAZEKAS BALÁZS FERENC,12/11/1995,198cm,Wing-spiker,2.36(184/78),0.1(8/78),0.32(25/78),51%(84/163),37%(152/412),https://volleybox.net/balazs-fazekas-p83491,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=2584&ID=33
DÁVID CSANÁD,06/11/1991,198cm,Wing-spiker,2.31(208/90),0.04(4/90),0.31(28/90),57%(320/563),38%(176/459),https://volleybox.net/csanad-david-p4119,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=3445&ID=33
BOA SZABOLCS,31/01/2001,188cm,Wing-spiker,2.3(76/33),0.12(4/33),0.15(5/33),63%(30/47),47%(67/143),https://volleybox.net/szabolcs-boa-p34672,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=2653&ID=33
Juhász Péter,29/06/1988,200cm,Middle-Blocker,2.26(199/88),0.18(16/88),0.76(67/88),44%(4/9),78%(232/297),https://volleybox.net/peter-juhasz-p28037,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=1392&ID=33
SILVA NASCIMENTO IGOR IURI,09/11/1993,203cm,Middle-Blocker,2.25(160/71),0.07(5/71),0.87(62/71),0%(0/3),81%(186/227),https://volleybox.net/igor-iuri-silva-nascimento-p3743,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=3706&ID=33
LESCAY FAVIER TOMAS ALEJANDRO,06/07/2000,200cm,Middle-Blocker,2.18(227/104),0.13(14/104),0.62(65/104),25%(2/8),77%(298/385),https://volleybox.net/tomas-lescay-favier-p71699,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=204&PlayerID=3534&ID=33
BASERIO ANGEL BELLO CARLOS DANIEL,08/09/2000,N/A,Middle-Blocker,2.18(185/85),0.13(11/85),0.49(42/85),50%(4/8),80%(264/326), ,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=3448&ID=33
KUNERT MÁTYÁS,24/05/1993,187cm,Wing-spiker,2.14(139/65),0.25(16/65),0.05(3/65),62%(183/296),41%(120/293),https://volleybox.net/matyas-kunert-p91032,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=2992&ID=33
MORAES RODRIGO,23/07/1986,199cm,Middle-Blocker,2.12(212/100),0.06(6/100),0.49(49/100),22%(2/9),82%(314/380),https://volleybox.net/rodrigo-moraes-p3130,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=2881&ID=33
Gacs Dániel,22/06/1996,202cm,Middle-Blocker,1.97(73/37),0.16(6/37),0.49(18/37),0%(0/3),80%(98/121),https://volleybox.net/daniel-gacs-p28255,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=1409&ID=33
BOLDIZSÁR PÉTER ANDOR,10/11/2005,194cm,Middle-Blocker,1.95(179/92),0.15(14/92),0.45(41/92),66%(6/9),77%(248/321),https://volleybox.net/peter-boldizsar-p91560,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=3492&ID=33
EKE PÉTER,05/02/1995,194cm,Middle-Blocker,1.52(102/67),0.19(8/42),0.69(46/67),57%(4/7),70%(84/120),https://volleybox.net/peter-eke-p25307,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=2549&ID=33
Krupánszki Olivér,15/07/1995,195cm,Wing-spiker,1.88(62/33),0.09(3/33),0.24(8/33),63%(130/207),37%(51/139),https://volleybox.net/oliver-krupanszki-p28257,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=1413&ID=33
Tordai  Ábel Zsolt,10/04/1999,196cm,Wing-spiker,1.81(132/73),0.14(10/73),0.18(13/73),55%(139/254),45%(109/243),https://volleybox.net/abel-tordai-p69020,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=1428&ID=33
Iván Bence,15/04/2001,201cm,Middle-Blocker,1.79(193/108),0.17(18/108),0.45(49/108),35%(10/28),79%(252/317),https://volleybox.net/bence-ivan-p34675,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=204&PlayerID=2674&ID=33
Tomanóczy Bálint,31/10/2001,203cm,Middle-Blocker,1.78(142/80),0.1(8/80),0.51(41/80),66%(2/3),82%(186/226),https://volleybox.net/balint-tomanoczy-p34680,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=2672&ID=33
Árva Milán,06/12/1994,200cm,Wing-spiker,1.73(26/15),0.13(2/15),0.13(2/15),49%(49/100),38%(22/58),https://volleybox.net/milan-arva-p5749,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=1401&ID=33
MIHUCZ CSABA,12/02/2000,198cm,Middle-blocker,1.7(17/10),0.0(0/10),0.4(4/10),66%(2/3),86%(26/30),https://volleybox.net/csaba-mihucz-p88831,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=2993&ID=33
SZABÓ MÁTÉ,05/05/2005,197cm,Middle-Blocker,1.67(45/27),0.07(2/27),0.3(8/27),64%(65/101),43%(35/81),https://volleybox.net/mate-szabo-p91564,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=3498&ID=33
Quintz Tamás,28/06/2003,195cm,Middle-Blocker,1.64(18/11),0.18(2/11),0.55(6/11),66%(2/3),95%(20/21),https://volleybox.net/tamas-quintz-p34343,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=2675&ID=33
HUBICSKA PATRIK,01/02/1995,187cm,Wing-spiker,1.57(135/86),0.23(20/86),0.13(11/86),60%(261/432),67%(208/310),https://volleybox.net/patrik-hubicska-p92670,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=204&PlayerID=2487&ID=33
AMBRUS BENCE,14/05/2001,190cm,Middle-Blocker,1.56(136/87),0.07(6/87),0.62(54/87),35%(6/17),80%(152/189),https://volleybox.net/bence-ambrus-p104107,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=2302&ID=33
BAGICS BALÁZS,23/05/1988,194cm,Wing-spiker,1.56(142/91),0.13(12/91),0.19(17/91),72%(377/525),39%(113/287),https://volleybox.net/balazs-bagics-p580,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=2443&ID=33
JÁN TARABUS,27/08/1995,N/A,-,1.52(61/40),0.1(4/40),0.42(17/40),N/A,85%(80/94), ,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=3887&ID=33
KISS IMRE,24/09/2001,199cm,Middle-Blocker,1.52(140/92),0.14(13/92),0.43(40/92),23%(4/17),80%(174/216),https://volleybox.net/imre-kiss-p83488,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=2651&ID=33
KULCSÁR Adrián,01/04/1998,191cm,Middle-Blocker,0.5(5/10),0.15(4/26),0.5(5/10),0%(0/3),76%(40/52),https://volleybox.net/adrian-kulcsar-p33308,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=1382&ID=33
Szabó Vilmos József,11/08/2002,185cm,Setter,1.45(120/83),0.24(20/83),0.42(35/83),0%(0/6),72%(130/179),https://volleybox.net/vilmos-szabo-p68833,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=1406&ID=33
PÉTER BENEDEK,13/09/2002,195cm,Wing-spiker,1.44(62/43),0.07(3/43),0.14(6/43),44%(69/158),67%(106/158),https://volleybox.net/benedek-peter-p64995,HUN,https://hvf-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=2719&ID=33
